City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year,State_Political_Color,State_PopEstimate,City_PopEstimate
Little Rock,1,2017-07-01,879953,,34.7434,-92.2727,7,Arkansas,25,South,25,0,2017,RED,3001345,198314
Momence,1,2017-07-01,883656,,41.0853,-87.62,7,Illinois,4,Midwest,4,0,2017,BLUE,12778828,3143
Newark,1,2017-07-01,880808,,40.7259,-74.1796,7,New Jersey,4,Northeast,2,2,2017,BLUE,8885525,281237
Oakland,1,2017-07-01,880813,,37.7921,-122.207,7,California,4,West,4,0,2017,BLUE,39358497,424382
Bronx,30,2017-06-30,879412,,40.8435,-73.911,6,New York,7,Northeast,6,1,2017,BLUE,19589572,1440625
Chicago,27,2017-06-27,877295,,41.8783,-87.7618,6,Illinois,5,Midwest,5,0,2017,BLUE,12778828,2711069
Washington,25,2017-06-25,876010,,38.8885,-76.915,6,District of Columbia,4,South,4,0,2017,BLUE,694906,694906
St. Louis,25,2017-06-25,875886,,38.6886,-90.242,6,Missouri,4,Midwest,3,1,2017,RED,6106670,308233
Fort Lauderdale,24,2017-06-24,874613,,26.1468,-80.1721,6,Florida,5,South,4,1,2017,PURPLE,20963613,179877
New York,24,2017-06-24,875322,,40.8037,-73.9578,6,New York,5,Northeast,5,0,2017,BLUE,19589572,8437478
Willingboro,24,2017-06-24,876076,,40.0326,-74.8963,6,New Jersey,4,Northeast,4,0,2017,BLUE,8885525,31864
Atlanta,22,2017-06-22,873847,,33.7044,-84.4239,6,Georgia,7,South,6,1,2017,PURPLE,10410330,491670
St. Louis,18,2017-06-18,870095,,38.6443,-90.1942,6,Missouri,4,Midwest,2,2,2017,RED,6106670,308233
Washington,18,2017-06-18,870222,,38.8524,-76.9657,6,District of Columbia,4,South,4,0,2017,BLUE,694906,694906
Chicago,18,2017-06-18,869877,,41.904,-87.7094,6,Illinois,4,Midwest,4,0,2017,BLUE,12778828,2711069
Myrtle Beach,18,2017-06-18,869968,,33.6859,-78.8858,6,South Carolina,6,South,6,0,2017,RED,5021268,32654
Chicago,17,2017-06-17,869838,4:36 PM,41.8818,-87.7566,6,Illinois,4,Midwest,4,0,2017,BLUE,12778828,2711069
Columbus,17,2017-06-17,869357,,40.1015,-83.0127,6,Ohio,5,Midwest,4,1,2017,PURPLE,11659650,881694
Richmond,15,2017-06-15,868042,,37.5903,-77.4465,6,Virginia,4,South,3,1,2017,BLUE,8463587,227230
Rio Arriba,15,2017-06-15,868363,,36.384,-106.041,6,New Mexico,5,West,0,5,2017,BLUE,2091784,39235
Alexandria,14,2017-06-14,866739,,38.8207,-77.0558,6,Virginia,5,South,5,0,2017,BLUE,8463587,159215
Canton,14,2017-06-14,868147,,40.8113,-81.3627,6,Ohio,4,Midwest,4,0,2017,PURPLE,11659650,71156
San Francisco,14,2017-06-14,866933,,37.7596,-122.405,6,California,5,West,2,3,2017,BLUE,39358497,878040
Baltimore,13,2017-06-13,866412,,39.3262,-76.6814,6,Maryland,4,South,4,0,2017,BLUE,6023868,610481
Baltimore,13,2017-06-13,866448,,39.3154,-76.6,6,Maryland,4,South,2,2,2017,BLUE,6023868,610481
St. Louis,13,2017-06-13,869474,,38.6692,-90.31,6,Missouri,4,Midwest,4,0,2017,RED,6106670,308233
Chicago,11,2017-06-11,864743,,41.8633,-87.7082,6,Illinois,9,Midwest,9,0,2017,BLUE,12778828,2711069
Chattanooga,11,2017-06-11,864852,,35.0803,-85.2137,6,Tennessee,4,South,4,0,2017,RED,6708799,179530
Houston,11,2017-06-11,865371,,30.032,-95.4374,6,Texas,4,South,4,0,2017,RED,28295273,2316750
Memphis,10,2017-06-10,865186,,35.131,-90.0311,6,Tennessee,4,South,4,0,2017,RED,6708799,650878
Fort Worth,9,2017-06-09,864370,,32.7209,-97.3157,6,Texas,7,South,5,2,2017,RED,28295273,874809
New Orleans,8,2017-06-08,863075,,29.9962,-90.0499,6,Louisiana,6,South,6,0,2017,RED,4670560,391493
Sandy,6,2017-06-06,861307,,40.5941,-111.826,6,Utah,4,West,2,2,2017,RED,3101042,96406
Orlando,5,2017-06-05,859875,,28.5799,-81.2934,6,Florida,5,South,0,5,2017,PURPLE,20963613,281804
St. Louis,3,2017-06-03,858810,,38.6665,-90.2672,6,Missouri,4,Midwest,2,2,2017,RED,6106670,308233
New Orleans,3,2017-06-03,858719,,29.9673,-90.1016,6,Louisiana,5,South,2,3,2017,RED,4670560,391493
Los Angeles,2,2017-06-02,858877,,33.9555,-118.278,6,California,4,West,3,1,2017,BLUE,39358497,3975788
St. Louis,1,2017-06-01,857443,,38.6943,-90.2523,6,Missouri,4,Midwest,1,3,2017,RED,6106670,308233
Middletown,30,2017-05-30,855764,,39.5011,-84.3525,5,Ohio,4,Midwest,3,1,2017,PURPLE,11659650,48849
Jefferson,29,2017-05-29,855113,,38.2576,-85.7504,5,Kentucky,4,South,3,1,2017,RED,4452268,769828
Phenix City,28,2017-05-28,853901,,32.4359,-84.9952,5,Alabama,12,South,12,0,2017,RED,4874486,36043
Paterson,28,2017-05-28,853796,,40.9143,-74.1667,5,New Jersey,6,Northeast,5,1,2017,BLUE,8885525,146015
Moss Point,28,2017-05-28,853920,,30.4348,-88.5388,5,Mississippi,5,South,5,0,2017,RED,2988510,13450
New York,27,2017-05-27,853032,,40.7399,-74.0037,5,New York,4,Northeast,4,0,2017,BLUE,19589572,8437478
Lincoln,27,2017-05-27,853756,,31.4123,-90.4599,5,Mississippi,8,South,0,8,2017,RED,2988510,34340
Washington,27,2017-05-27,853119,1:01 AM,38.9111,-77.0122,5,District of Columbia,8,South,7,1,2017,BLUE,694906,694906
Miami,26,2017-05-26,852676,,25.926,-80.2458,5,Florida,4,South,4,0,2017,PURPLE,20963613,456617
Des Moines,21,2017-05-21,848680,,41.6382,-93.6792,5,Iowa,4,Midwest,3,1,2017,PURPLE,3141550,216662
Mesa,21,2017-05-21,849215,,33.4242,-111.754,5,Arizona,4,West,4,0,2017,PURPLE,7044008,500021
Philadelphia,20,2017-05-20,848292,,39.9934,-75.1628,5,Pennsylvania,10,Northeast,10,0,2017,PURPLE,12787641,1580601
Colleton,16,2017-05-16,845364,5:03 PM,33.0044,-80.815,5,South Carolina,4,South,1,3,2017,RED,5021268,37555
Jonesboro,14,2017-05-14,843078,,35.8391,-90.705,5,Arkansas,7,South,6,1,2017,RED,3001345,75938
Dolton,14,2017-05-14,843045,,41.6385,-87.6076,5,Illinois,4,Midwest,4,0,2017,BLUE,12778828,22755
Avon Park,14,2017-05-14,843172,,27.5847,-81.4981,5,Florida,5,South,5,0,2017,PURPLE,20963613,10483
Fort Worth,14,2017-05-14,843590,,32.7356,-97.4672,5,Texas,4,South,4,0,2017,RED,28295273,874809
Trenton,10,2017-05-10,840339,,40.2097,-74.7595,5,New Jersey,4,Northeast,3,1,2017,BLUE,8885525,83497
Kansas City,9,2017-05-09,839846,,39.0793,-94.6328,5,Kansas,4,Midwest,1,3,2017,RED,2908718,152739
Chicago,7,2017-05-07,838272,,41.8102,-87.6356,5,Illinois,10,Midwest,8,2,2017,BLUE,12778828,2711069
Flint,4,2017-05-04,835961,,43.0286,-83.7113,5,Michigan,4,Midwest,3,1,2017,PURPLE,9973114,96460
Jacksonville,2,2017-05-02,834832,,30.3585,-81.6823,5,Florida,4,South,3,1,2017,PURPLE,20963613,892025
Dallas,1,2017-05-01,833152,,32.7864,-96.7407,5,Texas,4,South,3,1,2017,RED,28295273,1342479
San Diego,30,2017-04-30,832679,,32.8716,-117.203,4,California,7,West,6,1,2017,BLUE,39358497,1412621
Topeka,30,2017-04-30,832528,,39.0161,-95.728,4,Kansas,4,Midwest,1,3,2017,RED,2908718,126517
Jacksonville,30,2017-04-30,833128,,30.3914,-81.7169,4,Florida,5,South,5,0,2017,PURPLE,20963613,892025
Loris,30,2017-04-30,832309,,34.1016,-78.978,4,South Carolina,6,South,5,1,2017,RED,5021268,2675
Los Angeles,29,2017-04-29,835459,,34.0579,-118.197,4,California,4,West,3,1,2017,BLUE,39358497,3975788
Whittier,29,2017-04-29,831800,12:45 PM,33.9442,-118.046,4,California,4,West,3,1,2017,BLUE,39358497,86326
Sacramento,29,2017-04-29,832290,,38.529,-121.466,4,California,5,West,5,0,2017,BLUE,39358497,500777
Montgomery,29,2017-04-29,831667,12:55 AM,39.1517,-77.2649,4,Maryland,4,South,3,1,2017,BLUE,6023868,1046822
Compton,29,2017-04-29,834788,,33.9029,-118.249,4,California,4,West,4,0,2017,BLUE,39358497,97047
Virginia Beach,29,2017-04-29,832063,,36.8463,-75.9745,4,Virginia,4,South,4,0,2017,BLUE,8463587,449896
Chester,28,2017-04-28,831201,,39.8635,-75.367,4,Pennsylvania,4,Northeast,4,0,2017,PURPLE,12787641,33925
Newark,27,2017-04-27,830984,,40.7456,-74.2344,4,New Jersey,4,Northeast,3,1,2017,BLUE,8885525,281237
Miami,26,2017-04-26,829073,,25.5218,-80.4167,4,Florida,4,South,4,0,2017,PURPLE,20963613,456617
Palm Bay,21,2017-04-21,825694,,28.0583,-80.5947,4,Florida,4,South,2,2,2017,PURPLE,20963613,112217
Jefferson,20,2017-04-20,825111,,38.243,-85.7419,4,Kentucky,4,South,4,0,2017,RED,4452268,769828
Vallejo,16,2017-04-16,821667,,38.1208,-122.267,4,California,4,West,4,0,2017,BLUE,39358497,121546
Elizabeth City,16,2017-04-16,821723,,36.2918,-76.2209,4,North Carolina,4,South,4,0,2017,RED,10268233,17476
Columbus,16,2017-04-16,821371,,40.0008,-82.9753,4,Ohio,9,Midwest,9,0,2017,PURPLE,11659650,881694
Rock Falls,15,2017-04-15,821640,,41.7805,-89.6948,4,Illinois,4,Midwest,4,0,2017,BLUE,12778828,8888
Philadelphia,15,2017-04-15,821055,,40.0394,-75.1168,4,Pennsylvania,4,Northeast,4,0,2017,PURPLE,12787641,1580601
Indianapolis,15,2017-04-15,820565,,39.7623,-86.1583,4,Indiana,4,Midwest,4,0,2017,RED,6658078,873179
Birmingham,15,2017-04-15,821400,,33.624,-86.6856,4,Alabama,6,South,6,0,2017,RED,4874486,211533
Harvey,15,2017-04-15,821651,,41.6243,-87.6527,4,Illinois,4,Midwest,4,0,2017,BLUE,12778828,24853
Banning,15,2017-04-15,822750,,33.9335,-116.862,4,California,4,West,4,0,2017,BLUE,39358497,31160
Atlanta,13,2017-04-13,818932,,33.7536,-84.446,4,Georgia,4,South,3,1,2017,PURPLE,10410330,491670
San Antonio,9,2017-04-09,815227,,29.3101,-98.5605,4,Texas,4,South,3,1,2017,RED,28295273,1511154
Fort Wayne,9,2017-04-09,815246,4:00 AM,41.1694,-85.167,4,Indiana,4,Midwest,3,1,2017,RED,6658078,265128
Hickory,7,2017-04-07,813877,,35.7659,-81.3056,4,North Carolina,4,South,1,3,2017,RED,10268233,40776
St. Paul,7,2017-04-07,813943,,44.9896,-93.0457,4,Minnesota,4,Midwest,1,3,2017,BLUE,5566230,304913
Chicago,7,2017-04-07,814094,,41.8877,-87.7658,4,Illinois,6,Midwest,5,1,2017,BLUE,12778828,2711069
Houston,7,2017-04-07,813821,,29.6858,-95.3668,4,Texas,4,South,0,4,2017,RED,28295273,2316750
Lake Charles,6,2017-04-06,813028,,30.2112,-93.193,4,Louisiana,4,South,3,1,2017,RED,4670560,77586
Philadelphia,3,2017-04-03,810756,,39.9717,-75.154,4,Pennsylvania,4,Northeast,1,3,2017,PURPLE,12787641,1580601
Lubbock,3,2017-04-03,811089,,33.5453,-101.853,4,Texas,7,South,7,0,2017,RED,28295273,254432
